sqft,bedrooms,bathrooms,age,price
3568,2,3,28,16529235.924323337
1450,3,4,40,8360307.715096825
2836,4,4,28,14795477.91543287
2743,4,1,33,13437192.504982226
3145,2,4,33,14520070.1389102
2357,1,4,27,11441872.392278079
2365,2,4,12,12496550.996467162
3412,3,3,14,17277078.623824377
3353,4,1,22,16279122.082006857
3728,2,4,43,16463824.145550283
4219,1,2,25,18652773.931599338
3728,2,2,3,17324034.719165124
2871,5,2,25,15769204.846991934
3391,1,2,39,15598728.901022004
4256,3,3,8,20996227.15613365
4725,4,4,4,22739206.03231336
594,2,1,31,5050927.536668778
3174,1,4,19,15191471.252447853
2455,5,3,49,14053190.202834316
1293,1,2,10,6820690.19308412
2334,5,3,14,13306701.631195188
2616,3,4,31,13681013.676336043
4606,4,1,27,21259938.80480697
3825,3,3,21,18907405.971734583
3419,2,1,40,15059935.340725772
3097,1,3,16,15050307.495155178
3705,5,1,25,18486117.25356633
1314,5,1,43,8089303.890696426
845,1,2,6,5687338.308741157
2849,1,1,41,12139367.476583475
862,2,2,25,6723102.90000286
2943,3,4,24,13659833.839462776
2765,5,4,9,15916471.60224752
2688,2,2,44,11589702.045361476
3505,3,2,18,16647171.648390966
3781,2,3,10,17781195.95526438
1484,5,3,12,10849816.779456843
2139,1,3,7,10469923.893961554
1327,1,4,39,7882005.957830889
3230,3,3,3,15670591.679887602
4031,4,1,46,19177334.861877434
4951,3,1,30,21766827.279048264
3435,4,3,27,17136717.25962056
4376,2,1,10,19435810.668444797
626,2,4,42,5505181.737057802
3677,5,1,0,19051869.921616875
3556,4,4,48,17685750.860292263
1103,5,2,46,7016065.807706613
3949,1,2,37,16798489.06598488
4646,4,2,23,21209711.737246938
4033,3,2,46,17187928.55660392
3867,1,1,30,17298659.050925024
3868,1,3,40,16908088.23682865
4297,3,1,45,18918753.017853852
2292,1,4,49,11636051.11671278
3361,4,1,25,16006005.698806817
3976,5,1,48,18323764.532157034
3917,1,4,49,17275627.18974251
2145,4,2,4,11533665.474061552
1705,2,2,19,9212177.884643978
3530,4,2,40,16733168.960867915
3372,5,3,10,17434364.294703092
3572,4,4,32,17551048.41398985
2354,3,4,49,12082889.253078993
4521,5,1,37,21185740.562759925
3208,2,3,26,14952012.45579624
4002,3,2,33,18268617.031952426
1832,4,3,14,10907238.586590325
701,5,4,31,6792790.93223023
4007,2,4,20,18843537.98343751
4712,3,1,45,20409664.598375995
1074,2,1,4,7018296.454563245
1036,4,4,5,8292414.088704758
2125,2,2,37,10108076.623587562
2622,1,2,21,12340192.108689267
885,3,3,17,6562815.700590643
3781,2,4,13,17197086.822758164
974,4,4,9,8086476.345110813
917,4,2,45,5858246.898807907
4100,2,2,12,19227213.891615655
1454,4,4,30,9295125.180553276
1705,5,1,29,10430035.148695532
4620,5,4,2,22824890.723401196
2490,5,4,29,14114964.633570319
4072,1,2,5,18893121.75025344
4880,2,2,28,21425491.72679259
4658,1,1,7,19996591.4506321
3213,4,1,43,15619520.306890894
2703,1,3,44,12649830.79837548
3620,4,4,42,17565625.43329259
1466,4,2,43,7611269.489791119
3932,3,1,32,17582988.511250824
1188,5,3,16,9170679.760843212
4743,4,3,47,21544482.905288137
4201,3,2,10,19698531.081491902
841,5,2,12,6895257.5310168285
2224,4,3,49,10849916.418736976
4922,4,1,10,22450259.411480036
2292,1,3,30,11304566.010344855
2259,1,4,27,10010873.759967094
3712,5,4,43,18814083.675237786
1489,4,2,5,8862965.384300293
2762,2,1,40,12852221.034737095
2982,1,1,15,13785159.467936827
1451,5,4,3,10358026.032544361
1222,4,3,34,8023165.9206093885
3889,4,2,47,17812818.65143185
2579,2,3,25,12043208.299947517
3217,5,3,11,17897046.453166865
2832,4,3,10,14595464.286414437
3876,1,1,36,17367898.065598235
2000,2,4,24,10290249.98009991
785,5,1,17,6862595.195168864
3995,2,4,18,18251096.420173183
2565,1,2,22,12181697.508451007
1268,5,2,37,8269206.321423439
3557,2,3,17,16631741.919662165
4789,3,4,25,22661011.584892225
2661,1,4,5,13009429.317460451
3793,1,4,3,17097925.752277452
1446,1,3,43,7704652.781704727
3835,3,3,28,17607049.705008835
4650,3,2,33,21298258.642198954
1981,4,1,16,11390498.2726665
2401,2,4,42,11776253.05682389
3951,4,4,42,19755176.422045894
4564,2,1,15,20496891.85393064
554,3,4,1,5548069.289927612
2323,3,3,33,12732714.501133038
3962,4,3,7,19037164.089130305
3579,5,4,12,18587649.785048217
1332,4,3,41,8304842.598190336
4908,2,3,7,22694611.85050913
3306,4,4,29,17401716.648690566
2990,1,2,31,13966395.778451357
827,2,1,35,5019874.159787153
3810,2,3,46,17079865.447768215
3800,5,2,29,17807007.879186183
4175,3,3,0,19442927.07277239
3554,2,3,42,17159327.74464572
2643,3,1,38,11693964.006248731
1811,4,3,16,10431754.678378945
3691,1,1,19,16756303.141025044
3038,5,1,23,15596856.649598684
4483,3,1,49,20216022.535502847
664,2,2,21,5107414.175635338
4777,3,4,28,22982791.268680442
1322,2,2,21,7615713.643282442
1443,3,4,43,8943723.864575755
4925,2,4,8,22377876.73397083
1274,4,1,36,7969166.487789068
2698,2,3,9,13313936.951005386
3656,2,1,35,15997447.066009644
4742,1,3,36,21095361.75732357
4195,2,4,27,19890811.68802968
3952,1,1,27,17912221.077873066
1414,5,3,41,10047631.5927431
1808,1,2,42,8950657.580679387
4677,4,3,20,21347777.194881644
1013,1,1,23,6305840.491474848
2420,5,2,41,13418983.835333182
4094,4,3,39,19113069.95495685
1909,3,3,1,11380454.57778139
3690,3,3,7,17501367.129518636
4991,1,3,47,21733315.060054872
2055,1,3,26,9441864.97946295
1304,5,2,21,8491890.795606682
1779,5,4,36,11450964.564600263
4077,2,2,26,18924443.371496446
3401,5,2,28,17306718.429716904
1887,2,2,2,9964915.681656014
3261,4,4,43,15326566.852491505
3179,1,1,12,14171489.45017432
2606,4,4,44,14010742.538412264
4723,5,2,9,22653617.447032176
3268,4,3,35,16260711.029452791
